EmployeeID,Name,Gender,Citizenship,Languages,Department,Salary,SSN,Age,Years of Experience
346,Ms. Sandy Lozano,Male,USA,"Hindi, Spanish",I/T,143861,445-99-2415,50,29
347,Sherri Blair,Female,USA,Spanish,Legal,123732,229-35-8871,50,29
348,Maria Hancock,Male,India,"French, Hindi",Marketing,137856,009-75-4157,31,10
349,Vincent Mitchell,Male,India,Arabic,Marketing,80181,641-62-8168,31,10
350,Jason Nguyen,Female,India,French,Operations,93854,822-07-4436,32,11
351,Mark Hardy,Female,South Korea,French,Operations,74711,211-44-6539,26,5
352,Lisa Robinson,Female,Mexico,None,Operations,62329,533-95-5592,48,27
353,Tina Gutierrez,Female,USA,"Spanish, Hindi",Marketing,113294,422-60-7915,34,13
354,Michelle Chang,Male,USA,None,Product,92522,747-09-2865,63,42
355,Nicole Howard,Female,China,Hindi,Operations,96977,076-39-4120,62,41
356,David Simpson,Male,USA,"French, Spanish",Sales,112880,534-04-4194,40,19
357,Tony Howard,Male,India,"Arabic, Mandarin",Operations,83672,356-06-4170,38,17
358,Hannah Eaton,Male,USA,None,Sales,66035,389-52-9286,55,34
359,Angel Moore,Female,India,Hindi,Finance,93092,779-15-0586,23,2
360,Keith Randall,Male,USA,None,Operations,125070,886-91-3170,46,25
361,Anthony Conley,Male,USA,None,I/T,91424,464-87-3705,24,3
362,Monica Alexander,Female,India,None,Human Resource,105943,806-02-0528,57,36
363,Thomas Jimenez II,Male,USA,French,Sales,109760,186-75-5078,27,6
364,Miss Dawn Ross,Male,India,"Spanish, Mandarin",Operations,87074,268-83-3979,35,14
365,Carol Diaz,Female,India,"Mandarin, Arabic",Human Resource,142702,393-49-4769,36,15
366,Thomas Humphrey,Male,USA,"Spanish, Hindi",Marketing,147403,030-31-7063,37,16
367,Sarah Warner,Female,USA,None,Marketing,76236,827-48-0558,61,40
368,Michael Martin,Male,India,"Arabic, Spanish",Legal,90490,420-30-2211,53,32
369,Rodney Love,Male,USA,"Arabic, French",Sales,89218,395-69-8881,50,29
370,Kenneth Bowers,Male,USA,None,Legal,111766,839-74-0750,55,34
371,Megan Bradley,Female,China,"Spanish, Mandarin",Administrative,128444,349-29-3593,55,34
372,Stephen Torres,Male,USA,"Mandarin, French",Marketing,147691,835-02-4532,50,29
373,Melissa Maynard,Female,USA,None,Administrative,70452,453-91-5981,63,42
374,Brianna Henson,Male,South Korea,"French, Hindi",Operations,121783,886-01-9691,33,12
375,Chad Kent,Male,USA,None,Finance,60538,269-36-7121,27,6
376,Mary Ruiz,Female,USA,Spanish,Sales,147837,501-04-1580,51,30
377,Kevin Ramsey,Male,USA,"Spanish, French",Operations,142505,393-38-9406,48,27
378,Crystal Benjamin,Female,India,"Spanish, Arabic",Operations,109101,625-58-3734,32,11
379,Steven Brandt,Female,USA,"French, Arabic",Product,101901,528-77-3510,56,35
380,Crystal Ramos DDS,Female,USA,None,Product,105257,482-43-8574,27,6
381,Joseph Zuniga,Male,India,"French, Hindi",Product,106351,196-70-9327,59,38
382,Dylan Mercer,Female,USA,Mandarin,Marketing,82139,094-62-2263,47,26
383,Rachel Rogers,Female,USA,None,Human Resource,64774,222-09-9814,38,17
384,Daniel Pollard,Male,India,None,I/T,77717,137-95-5759,22,1
385,Chad French,Male,South Korea,None,Finance,128289,722-43-3616,60,39
386,Charles Watson,Male,USA,"Hindi, Spanish",Sales,118772,179-85-3144,43,22
387,Ryan Howard,Female,Taiwan,Mandarin,Marketing,121824,533-91-7205,52,31
388,Christopher Stevens,Male,India,Spanish,Finance,92956,505-47-2537,41,20
389,Kevin Daniel,Male,China,"Mandarin, Hindi",Marketing,121508,390-24-5758,22,1
390,Alexander Ballard,Male,India,"Spanish, Mandarin",Product,149042,714-52-6746,35,14
391,Heidi Morrow,Male,Canada,None,Operations,143982,754-81-8965,31,10
392,Brian Benson,Male,USA,"Hindi, French",Operations,114619,103-45-1284,27,6
393,Thomas Fernandez,Female,USA,"Arabic, Spanish",Human Resource,73025,528-14-2597,37,16
394,Derek Weaver,Female,USA,Hindi,Product,106505,309-19-7022,44,23
395,Heather Lee,Female,China,"French, Mandarin",Marketing,124019,584-91-5992,25,4
396,Michael Lopez,Female,India,"Spanish, Hindi",Operations,134979,786-16-9616,58,37
397,Dr. Ashley Lopez,Male,Philippines,None,Finance,80136,040-06-8975,39,18
398,David Rodriguez,Female,India,Mandarin,Sales,76496,488-23-3114,42,21
399,Amanda Dominguez,Male,USA,"Mandarin, French",Operations,63958,205-98-5709,45,24
400,Renee Mayo,Female,Canada,"Hindi, Arabic",Human Resource,129667,841-21-9312,28,7
401,Raymond Lang,Male,China,Spanish,Sales,95082,311-13-1250,57,36
402,Robert Jacobson,Male,USA,Mandarin,Sales,130359,429-79-5404,29,8
403,Sarah Lee,Female,USA,"Arabic, French",Administrative,96546,726-79-7584,43,22
404,Mrs. Nicole Smith,Male,Canada,"Arabic, French",Sales,99330,660-78-9292,46,25
405,William Miller,Male,India,"Arabic, Hindi",Human Resource,78739,733-42-8818,53,32
406,Jeffrey Jones,Female,Mexico,None,Marketing,141987,406-56-6337,52,31
407,Tanner Lane,Male,USA,None,Sales,106634,622-46-2582,42,21
408,John Foley,Male,USA,Mandarin,Marketing,101147,641-99-8363,31,10
409,Carly Conner,Female,USA,Spanish,Administrative,143576,128-93-5942,41,20
410,Corey Harris,Male,India,None,Administrative,127864,716-89-6829,35,14
411,Evelyn Castro,Female,India,"Hindi, French",Legal,96437,457-30-2132,64,43
412,Patrick Miller,Male,USA,French,Product,97449,561-41-0249,62,41
413,Collin Ali,Female,India,Arabic,Human Resource,50787,015-06-8228,59,38
414,Thomas Reid,Male,USA,"Spanish, French",Operations,103248,153-11-3200,46,25
415,Rickey Hull,Male,China,None,I/T,131815,114-55-0891,54,33
416,Michael Francis,Male,USA,Spanish,Human Resource,57908,641-32-2391,37,16
417,Brianna Wiggins,Male,India,"Arabic, Hindi",Finance,134542,073-30-9536,58,37
418,John Poole,Female,China,"French, Spanish",Operations,140692,452-78-8997,33,12
419,Emily Dunlap,Female,USA,French,Operations,140975,520-02-4162,62,41
420,Linda Jenkins,Female,Taiwan,None,Human Resource,105505,814-04-3868,50,29
421,Nicholas Jones,Male,USA,"Arabic, Mandarin",Sales,68495,096-41-7501,41,20
422,Larry Alexander,Female,USA,"Arabic, Hindi",Operations,120564,059-87-0405,33,12
423,Willie Pruitt,Female,USA,"Arabic, Spanish",Human Resource,120147,045-50-0194,65,44
424,Rebecca Franco,Male,China,None,Administrative,145147,227-43-4803,25,4
425,Cheryl Mason,Female,USA,Hindi,Finance,127124,714-93-9619,60,39
426,Edward Lawson,Male,USA,None,Product,114378,524-76-0140,46,25
427,William Solis,Male,India,Spanish,Product,107838,087-68-4135,62,41
428,Lori Fowler,Female,India,"Hindi, Mandarin",Finance,53256,112-64-2909,26,5
429,Linda Hart,Male,USA,None,Human Resource,135269,553-66-0365,28,7
430,Nathan Hampton,Female,USA,None,Operations,101009,875-96-8924,26,5
431,Cassandra Rosario,Female,USA,Hindi,Human Resource,114313,407-60-3362,32,11
432,Veronica Nguyen,Female,China,"Mandarin, Spanish",Administrative,60666,767-91-9782,58,37
433,Stephen Bradley,Female,USA,French,Operations,120685,414-08-4388,48,27
434,Mallory Gibson,Male,USA,None,Product,79768,641-30-7563,51,30
435,Justin Clark,Female,USA,"Mandarin, Arabic",Legal,139180,703-74-4065,52,31
436,Adrian Beasley,Male,USA,None,Product,85795,788-61-9678,63,42
437,Calvin Downs,Female,China,None,Sales,129505,068-24-1297,38,17
438,Joyce Medina,Male,USA,French,Marketing,103470,185-80-2463,30,9
439,Edward Salazar,Female,China,Spanish,Operations,142442,784-93-6037,28,7
440,Natalie Nelson,Male,USA,None,Finance,141331,225-45-2929,56,35
441,Christina Pruitt,Female,USA,None,Marketing,105922,225-67-4679,26,5
442,Joseph Jones,Female,USA,Arabic,Operations,103939,848-11-4114,22,1
443,Sharon Cunningham,Male,Canada,"Hindi, French",I/T,86691,778-22-4911,37,16
444,Scott Rowland,Female,USA,Spanish,Product,138671,364-07-7938,29,8
445,Jose Fisher,Female,USA,Arabic,Product,123792,067-87-2107,26,5
446,Austin Shepherd,Male,China,French,Legal,99955,488-47-8994,34,13
447,Gary Pierce,Female,USA,None,I/T,127620,175-69-5575,46,25
448,Michael Perkins,Male,USA,French,Administrative,65271,032-08-1658,34,13
449,Joshua Robinson,Female,India,"Mandarin, Hindi",Marketing,61065,092-21-7253,34,13
450,Dr. Michael Williams,Male,USA,None,Marketing,148568,886-19-5482,65,44
451,Allison Miller,Female,China,Hindi,Operations,86106,142-46-1921,22,1
452,Joshua Hobbs,Female,Canada,Hindi,I/T,116734,156-58-7986,27,6
453,Alicia Graham,Female,China,"Mandarin, Spanish",Sales,114920,112-04-8678,29,8
454,Dana Simpson,Female,India,None,Human Resource,63906,716-69-7526,40,19
455,Dustin Brown,Male,USA,None,Administrative,133821,467-50-7481,43,22
456,Charles Pearson,Female,USA,Spanish,Human Resource,75811,695-72-2260,24,3
457,Daniel Rogers,Female,USA,Arabic,Product,80718,512-53-8940,57,36
458,Andrew Sharp,Female,USA,French,Product,140027,546-57-2303,38,17
459,Steven Scott,Female,USA,None,Legal,82884,563-99-7300,42,21
460,Sandra Logan,Male,USA,"Spanish, Mandarin",Operations,126465,491-45-1279,46,25
461,Mr. Michael Johnson,Female,USA,"Spanish, Mandarin",Operations,95895,776-64-8957,23,2
462,Timothy Garza,Male,USA,None,Sales,69780,687-55-2589,54,33
463,David Miller,Female,China,"Spanish, French",Operations,142539,028-56-7051,56,35
464,Margaret Rowe,Male,USA,"Arabic, Mandarin",Product,80616,743-26-1581,32,11
465,Nicole Johnson,Male,USA,Mandarin,Product,128491,408-47-8649,46,25
466,Joel Robertson,Male,USA,Arabic,Administrative,148665,077-20-7658,37,16
467,Amy Dominguez,Female,USA,Hindi,Administrative,103707,317-54-8822,27,6
468,Susan Dickerson,Male,USA,Arabic,Human Resource,135594,605-43-1850,53,32
469,Richard Lee,Female,Canada,"French, Spanish",Operations,129007,420-26-2206,41,20
470,Todd Oneill,Male,USA,"Spanish, Hindi",Finance,69525,864-44-8955,33,12
471,Paul Martin,Male,USA,Spanish,Marketing,147599,883-29-5061,54,33
472,Jeremy Smith,Male,USA,None,Product,125003,259-24-0277,37,16
473,Julie Ross,Female,India,"Hindi, French",I/T,79396,822-19-0918,57,36
474,Christy Baker,Male,South Korea,None,Administrative,91344,527-65-0508,56,35
475,Andrew Davis,Female,USA,French,Operations,104197,466-20-0528,62,41
476,Anthony Gross,Male,USA,"French, Mandarin",Sales,118599,077-62-2583,59,38
477,Amy Jones,Male,China,French,Operations,89182,603-04-9479,42,21
478,Cassidy Clarke,Female,India,Spanish,Operations,85158,006-80-0663,32,11
479,Heather Franklin,Female,USA,Mandarin,Administrative,121405,245-90-2077,62,41
480,Brittany Hill,Female,South Korea,Spanish,Human Resource,69327,698-27-9842,54,33
481,Darren Velasquez,Female,USA,"Arabic, Spanish",Product,50392,796-84-5721,63,42
482,Kayla Petersen,Male,India,None,Administrative,81127,063-34-3900,33,12
483,Matthew Brooks DVM,Male,USA,Spanish,Marketing,148998,189-52-7896,57,36
484,Shannon Stafford,Male,India,Mandarin,Sales,64492,687-56-3335,53,32
485,Alexander Maldonado,Female,China,Mandarin,Operations,142749,700-74-3869,31,10
486,Dr. Brian Clark,Male,China,None,Product,136846,674-56-6927,23,2
487,David Mccann,Female,India,None,Product,147086,648-52-1253,22,1
488,Gwendolyn Kim,Female,India,None,Product,118893,441-74-2367,35,14
489,Erica Hernandez,Female,USA,"Mandarin, Hindi",Administrative,121499,054-06-2452,31,10
490,Bonnie Richardson,Male,India,"Hindi, French",Administrative,54140,117-73-9635,34,13
491,Jordan Avila,Female,China,French,Administrative,123108,247-56-3620,29,8
492,Emily Perez,Male,USA,"French, Spanish",I/T,139288,798-14-1872,52,31
493,Crystal Ray,Female,Canada,"Arabic, French",Product,125725,280-60-5920,49,28
494,Jeffrey Decker,Male,India,"Spanish, Hindi",Human Resource,57432,469-92-8464,38,17
495,Richard Clay,Male,India,Arabic,Finance,127014,696-80-3078,50,29
496,Janet Reese,Male,China,None,Product,149335,186-12-8084,47,26
497,Kelly Thornton,Male,USA,"Arabic, Spanish",Marketing,59128,164-32-7938,36,15
498,Michael Duncan,Female,China,None,Product,126848,276-68-1834,32,11
499,Cynthia Green,Male,Philippines,French,Legal,50487,719-09-6795,47,26
500,Brittney Turner,Female,China,None,Finance,99216,715-29-9498,54,33
501,Carol Smith,Male,USA,Spanish,Product,95324,671-09-3505,30,9
502,Connor Wilson,Male,South Korea,Arabic,Administrative,78780,311-63-0352,27,6
503,Scott Hughes,Male,USA,None,Product,83061,175-97-8022,62,41
504,Alexa Garza,Female,South Korea,"Mandarin, Hindi",Sales,114706,060-67-1013,46,25
505,Lindsey Johnson,Female,Canada,Hindi,Marketing,114831,879-27-2280,51,30
506,Robert Stephenson,Female,Philippines,None,Sales,85918,726-67-1305,30,9
507,Craig Santana,Female,USA,None,Legal,140956,341-29-6640,27,6
508,Kimberly Harvey MD,Female,USA,French,Operations,143381,360-78-4732,30,9
509,Isabella Williams,Male,India,None,Operations,89172,082-60-0375,25,4
510,Joshua Rogers,Male,Canada,Hindi,Marketing,133308,149-38-9615,28,7
511,Clinton Garcia,Female,USA,None,Human Resource,74201,646-20-5912,54,33
512,Amanda Young,Female,USA,"Mandarin, French",Operations,129711,793-38-8716,33,12
513,Jennifer Frey,Male,USA,French,Operations,139639,074-48-0545,47,26
514,Julia Beck,Female,China,"Arabic, Hindi",Marketing,128881,450-18-6714,43,22
515,Lisa Duarte,Female,USA,None,Product,127711,524-93-3832,60,39
516,Thomas Baker,Female,USA,None,Administrative,144622,200-36-4129,55,34
517,Jessica Walker,Female,China,Arabic,I/T,94019,448-89-9716,53,32
518,Amber Key,Female,China,French,Operations,147125,857-64-8853,61,40
519,Jacob Dixon,Male,USA,None,Product,107932,724-74-7964,55,34
520,Dr. David Monroe,Female,USA,"Hindi, French",Product,69106,120-16-1333,45,24
521,Jason Marks,Female,USA,None,Marketing,52480,421-43-4379,22,1
522,Chad Richardson,Female,India,None,Legal,91015,247-42-6746,33,12
523,Peter Fox,Male,USA,None,Administrative,71886,576-39-7703,29,8
524,Natasha Gibson,Male,USA,Arabic,Operations,58496,347-46-2607,54,33
525,Allen Howell,Male,USA,Hindi,Product,53762,588-62-1726,26,5
526,Teresa Tucker,Female,USA,None,Human Resource,66818,576-48-2383,34,13
527,Mary Cortez,Female,USA,French,Legal,142424,746-85-6217,48,27
528,Manuel Williams,Female,China,Hindi,Marketing,53500,069-74-8385,45,24
529,Kendra Hall,Female,USA,Hindi,Operations,135118,208-45-1452,50,29
530,Molly Torres,Female,China,Arabic,Administrative,128878,518-99-2332,32,11
531,Anne Howard,Male,China,Mandarin,Sales,57138,866-09-8867,22,1
532,Janet Robles,Male,USA,"French, Arabic",Marketing,54148,555-24-7575,53,32
533,Keith Ferguson,Female,China,None,Operations,134478,250-10-3079,46,25
534,Jose Schneider,Male,USA,French,Sales,123440,599-60-8389,44,23
535,Joseph Perez,Female,USA,None,Product,145323,433-89-1664,48,27
536,Jeffrey Irwin,Male,USA,Arabic,Legal,127436,039-74-5536,23,2
537,Stephen Webb,Male,USA,French,Product,141879,553-13-4294,55,34
538,Kyle Berry,Female,USA,None,Marketing,99894,502-33-2072,47,26
539,Allison Mann,Male,USA,None,Finance,121142,267-88-4135,42,21
540,Richard Rodriguez,Male,USA,"French, Arabic",Product,120471,525-57-4541,36,15
541,Paul Arnold,Female,USA,"Hindi, Spanish",Product,127367,245-93-5704,26,5
542,Julian Gray,Female,China,Arabic,Sales,87595,571-29-4562,28,7
543,Charles Johnston,Male,USA,None,Product,146033,227-78-9757,37,16
544,Christopher Yang,Male,USA,None,Marketing,63556,516-52-6313,51,30
545,Amy Alvarez,Male,USA,Arabic,Product,93799,834-80-9772,50,29
546,Gregory Randolph,Male,India,"Hindi, Spanish",Product,50168,735-12-8349,54,33
547,Holly Serrano,Male,USA,French,Sales,149651,752-78-7807,43,22
548,Mia Sanchez,Male,USA,None,Human Resource,58297,482-57-2303,56,35
549,Ryan Rosario,Male,India,None,Product,108814,605-39-3473,23,2
550,Bruce Henderson,Female,India,"French, Hindi",Operations,106465,290-92-2422,50,29
551,David Kennedy,Male,India,None,Human Resource,124639,684-72-2138,30,9
552,Angela Pearson,Female,China,French,I/T,147821,489-65-5796,48,27
553,Theodore Hinton,Female,China,Spanish,Operations,81421,590-62-6065,63,42
554,Susan Burgess,Male,USA,None,Sales,126193,255-76-6189,64,43
555,Shelley Rangel,Female,India,None,Sales,141990,812-20-9682,42,21
556,Michael Turner,Female,India,Arabic,Sales,64311,286-05-2957,40,19
557,James Nolan,Male,Canada,Hindi,Product,102956,110-29-3474,22,1
558,Diana Hughes,Female,USA,"Hindi, Mandarin",I/T,124686,711-44-4604,32,11
559,Ashley Reynolds,Male,USA,"Arabic, Mandarin",Product,88959,435-44-6219,43,22
560,David Joseph,Female,USA,"Arabic, Spanish",Legal,66334,114-57-6833,28,7
561,Joshua Smith,Female,USA,Mandarin,Product,108520,819-87-0555,64,43
562,John Ramos,Male,USA,"French, Arabic",Operations,97731,430-09-4520,28,7
563,Cheyenne Rogers,Female,USA,Spanish,Operations,74099,894-90-6790,54,33
564,Jose Martinez,Male,USA,"Hindi, Mandarin",Product,125807,750-50-1844,54,33
565,Laura Moore,Female,USA,"Spanish, Hindi",Product,67793,555-71-7291,57,36
566,Anthony Rosario,Male,USA,Spanish,Administrative,59255,531-21-8259,38,17
567,Terri Mills,Female,India,"Hindi, French",I/T,122234,235-56-2519,48,27
568,Joseph Burnett,Male,China,"Spanish, French",I/T,82505,337-80-0164,34,13
569,Jack Johnson,Female,Canada,Hindi,Human Resource,144868,368-77-4219,35,14
570,Donald Jacobs,Female,USA,"Arabic, Spanish",Operations,91854,096-28-2285,30,9
571,Kayla Smith,Female,USA,Arabic,Product,113516,857-16-8082,58,37
572,Lawrence Bates,Female,China,"French, Mandarin",I/T,147640,129-49-7647,37,16
573,Shelby Schmitt,Male,USA,Mandarin,Marketing,104487,204-79-9278,47,26
574,John Park,Male,USA,None,Human Resource,148676,272-79-8301,50,29
575,Dr. Barbara Cunningham MD,Male,China,"Arabic, Hindi",Operations,55638,659-05-2980,34,13
576,Jamie Cook,Male,Canada,Hindi,Operations,142472,379-12-8580,39,18
577,Patricia Huber,Female,India,None,I/T,67830,194-65-9769,29,8
578,Dawn Warner,Male,USA,French,Administrative,92243,281-91-2577,56,35
579,Jillian Rowland,Female,Philippines,"Arabic, French",Operations,58415,730-33-3597,58,37
580,Shelby Benjamin,Female,USA,"Spanish, Hindi",Sales,90585,526-96-8432,45,24
581,Mrs. Jessica Nguyen,Female,USA,None,Finance,117994,055-40-4660,58,37
582,Aaron Gomez,Male,USA,French,Administrative,149650,023-66-9271,64,43
583,Timothy Mitchell,Male,USA,None,Finance,113166,564-90-8479,55,34
584,Russell Martin,Female,USA,Spanish,Administrative,63965,092-41-7195,55,34
585,Brian Thompson,Female,South Korea,None,Marketing,72066,039-26-0280,40,19
586,Shelby Graves,Male,India,None,Operations,109413,252-62-8969,39,18
587,Erik Thompson,Male,USA,"Arabic, Hindi",Marketing,81125,889-75-9248,22,1
588,Pamela White,Male,China,None,Human Resource,129278,273-19-0837,22,1
589,John Smith,Female,USA,None,Marketing,53623,328-77-5278,37,16
590,Emily Huffman,Female,China,None,Finance,114184,748-46-4052,49,28
591,William Alvarado,Male,USA,None,Finance,101354,298-02-2305,62,41
592,Deanna Taylor,Male,South Korea,Arabic,Sales,53056,422-16-2451,26,5
593,Christopher Washington,Female,USA,Spanish,Sales,64878,117-50-9410,29,8
594,Joseph Brown,Male,USA,Mandarin,Product,147927,866-77-7053,45,24
595,Sharon Hudson,Female,USA,None,Marketing,128129,240-78-0084,53,32
596,Bradley Smith,Female,USA,"Hindi, Mandarin",Human Resource,136902,245-09-9110,45,24
597,Anne Andrews,Male,USA,"Mandarin, Hindi",Human Resource,126660,686-04-4008,55,34
598,John Fleming,Male,USA,"French, Spanish",Finance,64823,672-25-8975,43,22
599,Gregory Sanchez,Male,India,"French, Spanish",I/T,77535,441-64-2726,52,31
600,Scott Garcia,Female,Taiwan,None,Product,103543,561-35-8142,53,32
601,Sandra Chambers,Male,China,"French, Mandarin",Finance,77845,553-38-0122,35,14
602,John Powell,Male,USA,Mandarin,Human Resource,101845,251-85-1207,34,13
603,Daniel Duke,Female,USA,Hindi,Sales,145013,136-74-1570,63,42
604,Brian Davis,Male,USA,None,Operations,143603,127-47-0991,53,32
605,Walter Collins,Female,USA,None,Operations,100580,306-67-2421,39,18
606,Brian Murphy,Female,India,French,Marketing,54577,414-92-1678,56,35
607,Joel Forbes,Male,USA,Hindi,Administrative,128602,318-30-3404,39,18
608,Brandon Daniels,Female,Canada,Mandarin,Product,87817,877-77-5286,37,16
609,Mark Bradley,Male,USA,Mandarin,Product,77944,280-98-7995,27,6
610,Justin Mills,Male,USA,French,Human Resource,84415,863-21-1662,62,41
611,Barbara Morrow,Female,China,"French, Hindi",Human Resource,77473,687-92-2946,52,31
612,Lisa Cowan,Male,USA,Hindi,Sales,85853,180-50-9106,61,40
613,Nicolas Bautista,Male,USA,Spanish,Sales,115709,478-90-7533,44,23
